A
Beverly Aadland 1942–2010[1]
"Mariann Aalda born May 7, 1948 (age 77)[2]"
"Katie Leigh born December 16, 1958 (age 66)"
"Jennifer Jason Leigh born February 5, 1962 (age 63)"
"Kasi Lemmons born February 24, 1961 (age 64)"
"Bethany Joy Lenz born April 2, 1981 (age 44)"
"Kay Lenz born March 4, 1953 (age 72)"
"Melissa Leo born September 14, 1960 (age 64)"
"Téa Leoni born February 25, 1966 (age 59)"
Joan Leslie 1925–2015
"Margarita Levieva born February 9, 1980 (age 45) (born in Russia)"
"Jenifer Lewis born January 25, 1957 (age 68)"
"Juliette Lewis born June 21, 1973 (age 52)"
"Vicki Lewis born March 17, 1960 (age 65)"
"Ashley Liao born October 21, 2001 (age 23)"
"Liana Liberato born August 20, 1995 (age 29)"
"Jennifer Lien born August 24, 1974 (age 50)"
"Judith Light born February 9, 1949 (age 76)"
"Morgan Lily born April 11, 2000 (age 25)"
"Sophia Lillis born February 13, 2002 (age 23)"
Abbey Lincoln 1930–2010
"Emily Alyn Lind born May 6, 2002 (age 23)"
"Riki Lindhome born March 5, 1979 (age 46)"
Margaret Lindsay 1910–1981
"Bai Ling born October 10, 1966 (age 58) (Chinese-born)"
"Laura Linney born February 5, 1964 (age 61)"
Peggy Lipton 1946–2019
"Peyton List born August 8, 1986 (age 38)"
"Peyton List born April 6, 1998 (age 27)"
"Zoe Lister-Jones born September 1, 1982 (age 42)"
"Lucy Liu born December 2, 1968 (age 56)"
"Blake Lively born August 25, 1987 (age 37)"
"Sabrina Lloyd born November 20, 1970 (age 54)"
"Amy Locane born December 19, 1971 (age 53)"
Sondra Locke 1944–2018
"Spencer Locke born September 20, 1991 (age 33)"
"Tammy Locke born September 19, 1959 (age 65)"
"Tembi Locke born July 26, 1970 (age 55)"
"Anne Lockhart born September 6, 1953 (age 71)"
"June Lockhart born June 25, 1925 (age 100)"
"Heather Locklear born September 25, 1961 (age 63)"
"Lindsay Lohan born July 2, 1986 (age 39)"
"Alison Lohman born September 18, 1979 (age 45)"
"Kristanna Loken born October 8, 1979 (age 45)"
Carole Lombard 1908–1942
"Karina Lombard born January 21, 1969 (age 56)"
Julie London 1926–2000
"Lauren London born December 5, 1984 (age 40)"
"Nia Long born October 30, 1970 (age 54)"
"Shelley Long born August 23, 1949 (age 75)"
"Eva Longoria born March 15, 1975 (age 50)"
"Jennifer Lopez born July 24, 1969 (age 56)"
"Traci Lords born May 7, 1968 (age 57)"
"Josie Loren born March 19, 1987 (age 38)"
Joan Lorring 1926–2014
"Caity Lotz born December 30, 1986 (age 38)"
"Lori Loughlin born July 28, 1964 (age 61)"
"Julia Louis-Dreyfus born January 13, 1961 (age 64)"
Anita Louise 1915–1970
"Tina Louise born February 11, 1934 (age 91)"
"Billie Lourd born July 17, 1992 (age 33)"
Bessie Love 1898–1986
"Courtney Love born July 9, 1964 (age 61)"
"Carey Lowell born February 11, 1961 (age 64)"
Myrna Loy 1905–1993
"Olivia Luccardi born May 17, 1989 (age 36)"
"Shannon Lucio born June 25, 1980 (age 45)"
"Lorna Luft born November 21, 1952 (age 72)"
Deanna Lund 1937–2018
"Jamie Luner born May 12, 1971 (age 54)"
Ida Lupino 1918–1995 (English-born)
"Patti LuPone born April 21, 1949 (age 76)"
"Masiela Lusha born October 23, 1985 (age 39) (Albanian-born)"
"Dorothy Lyman born April 18, 1947 (age 78)"
"Jane Lynch born July 14, 1960 (age 65)"
"Kelly Lynch born January 31, 1959 (age 66)"
Carol Lynley 1942–2019
"Meredith Scott Lynn born March 8, 1970 (age 55)"
Sue Lyon 1946–2019
"Natasha Lyonne born April 4, 1979 (age 46)"
M
"Jes Macallan born August 9, 1982 (age 42)"
June MacCloy 1909–2005
Jeanette MacDonald 1903–1965
"Andie MacDowell born April 21, 1958 (age 67)"
"Ali MacGraw born April 1, 1939 (age 86)"
"Justina Machado born September 6, 1972 (age 52)"
"Allison Mack born July 29, 1982 (born in Germany)"
Dorothy Mackaill 1903–1990
Joyce MacKenzie 1925–2021
"Shirley MacLaine born April 24, 1934 (age 91)"
Aline MacMahon 1899–1991
Meredith MacRae 1944–2000
"Amy Madigan born September 11, 1950 (age 74)"
"Bailee Madison born October 15, 1999 (age 25)"
"Mikey Madison born March 25, 1999 (age 26)"
"Madonna born August 16, 1958 (age 66)"
"Virginia Madsen born September 11, 1961 (age 63)"
Valerie Mahaffey 1953–2025
Marjorie Main 1890–1975
"Tina Majorino born February 7, 1985 (age 40)"
"Wendy Makkena born October 4, 1958 (age 66)"
"Wendie Malick born December 13, 1950 (age 74)"
Dorothy Malone 1925–2018
"Jena Malone born November 21, 1984 (age 40)"
"Camryn Manheim born March 8, 1961 (age 64)"
"Leslie Mann born March 26, 1972 (age 53)"
"Taryn Manning born November 6, 1978 (age 46)"
"Dinah Manoff born January 25, 1956 (age 69)"
Jayne Mansfield 1933–1967
"Gia Mantegna born April 17, 1990 (age 35)"
Linda Manz 1961–2020
Adele Mara 1923–2010
"Kate Mara born February 27, 1983 (age 42)"
"Rooney Mara born April 17, 1985 (age 40)"
"Laura Marano born November 29, 1995 (age 29)"
"Vanessa Marano born October 31, 1992 (age 32)"
"Jamie Marchi born October 8, 1977 (age 47)"
"Vanessa Marcil born October 15, 1968 (age 56)"
Janet Margolin 1943–1993
"Ann-Margret born April 28, 1941 (age 84) (born in Sweden)"
"Julianna Margulies born June 8, 1966 (age 59)"
"Constance Marie born September 9, 1965 (age 59)"
Rose Marie 1923–2017
"Jodie Markell born April 13, 1959 (age 66)"
"Meghan Markle born August 4, 1981 (age 43)"
"Brit Marling born August 7, 1982 (age 42)"
Mae Marsh 1894–1968[13][14]
"Paula Marshall born June 12, 1964 (age 61)"
Penny Marshall 1943–2018
"Andrea Martin born January 15, 1947 (age 78)"
"Kellie Martin born October 16, 1975 (age 49)"
"Marsai Martin born August 14, 2004 (age 20)"
Mary Martin 1913–1990
"Meaghan Martin born February 17, 1992 (age 33)"
"Pamela Sue Martin born January 5, 1953 (age 72)"
"Margo Martindale born July 18, 1951 (age 74)"
"Natalie Martinez born July 12, 1984 (age 41)"
"Marsha Mason born April 3, 1942 (age 83)"
"Chase Masterson born February 26, 1963 (age 62)"
"Mary Stuart Masterson born June 28, 1966 (age 59)"
"Mary Elizabeth Mastrantonio born November 17, 1958 (age 66)"
"Samantha Mathis born May 12, 1970 (age 55)"
"Marlee Matlin born August 24, 1965 (age 59)"
Marilyn Maxwell 1921–1972
"Elaine May born April 21, 1932 (age 93)"
Virginia Mayo 1920–2005
"Melanie Mayron born October 20, 1952 (age 72)"
"Jayma Mays born July 16, 1979 (age 46)"
"Tristin Mays born June 10, 1990 (age 35)"
"Debi Mazar born August 13, 1964 (age 60)"
"Heather Mazur born June 17, 1976 (age 49)"
"Monet Mazur born April 17, 1976 (age 49)"
May McAvoy 1899–1984
Diane McBain 1941–2022
Mitzi McCall 1930–2024
Irish McCalla 1928–2002
Mercedes McCambridge 1916–2004
"Christine Elise McCarthy born February 12, 1965 (age 60)"
"Jenny McCarthy born November 1, 1972 (age 52)"
"Melissa McCarthy born August 26, 1970 (age 54)"
"Cady McClain born October 13, 1969 (age 55)"
"China Anne McClain born August 25, 1998 (age 26)"
"Sierra McClain born March 16, 1994 (age 31)"
Rue McClanahan 1934–2010
"Edie McClurg born July 23, 1945 (age 80)"
"AnnaLynne McCord born July 16, 1987 (age 38)"
"Mary McCormack born February 8, 1969 (age 56)"
"Patty McCormack born August 21, 1945 (age 79)"
"Maureen McCormick born August 5, 1956 (age 68)"
"Sierra McCormick born October 28, 1997 (age 27)"
"LisaRaye McCoy born September 23, 1967 (age 57)"
"Kimberly McCullough born March 5, 1978 (age 47)"
"Jennette McCurdy born June 26, 1992 (age 33)"
Hattie McDaniel 1895–1952
"Heather McDonald born June 14, 1970 (age 55)"
"Mary McDonnell born April 28, 1952 (age 73)"
"Frances McDormand born June 23, 1957 (age 68)"
"Reba McEntire born March 28, 1955 (age 70)"
"Gates McFadden born March 2, 1949 (age 76)"
"Hayley McFarland born March 29, 1991 (age 34)"
Vonetta McGee 1945–2010
"Kelly McGillis born July 9, 1957 (age 68)"
"Elizabeth McGovern born July 18, 1961 (age 64)"
"Maureen McGovern born July 27, 1949 (age 76)"
"Rose McGowan born September 5, 1973 (age 51) (born in Italy)"
"Madeleine McGraw born December 22, 2008 (age 16)"
"Melinda McGraw born October 25, 1963 (age 61)"
"Violet McGraw born April 22, 2011 (age 14)"
Dorothy McGuire 1916–2001
Kathryn McGuire 1903–1978
"Maeve McGuire born July 24, 1937 (age 88)"
"Lonette McKee born July 22, 1954 (age 71)"
"Danica McKellar born January 3, 1975 (age 50)"
"Nancy McKeon born April 4, 1966 (age 59)"
Nina Mae McKinney 1912–1967
"Wendi McLendon-Covey born October 10, 1969 (age 55)"
"Katherine McNamara born November 22, 1995 (age 29)"
Maggie McNamara 1928–1978
"Kristy McNichol born September 11, 1962 (age 62)"
"Katharine McPhee born March 25, 1984 (age 41)"
Butterfly McQueen 1911–1995
Caroline McWilliams 1945–2010
Meredith MacRae 1944–2000
Eve McVeagh 1919–1997
"Emily Meade born January 10, 1989 (age 36)"
Anne Meara 1929–2015
Kay Medford 1914–1980
"Leighton Meester born April 9, 1986 (age 39)"
"Tamara Mello born February 22, 1976 (age 49)"
"Eva Mendes born March 5, 1974 (age 51)"
"Erica Mendez born February 13, 1988 (age 37)"
"Bridgit Mendler born December 18, 1992 (age 32)"
"Maria Menounos born June 8, 1978 (age 47)"
"Idina Menzel born May 30, 1971 (age 54)"
"Isabela Merced born July 10, 2001 (age 24)"
"Lee Meriwether born May 27, 1935 (age 90)"
Una Merkel 1903–1986
Ethel Merman 1908–1984
Theresa Merritt 1922–1998
"Debra Messing born August 15, 1968 (age 56)"
"Dina Meyer born December 22, 1968 (age 56)"
"AJ Michalka born April 10, 1991 (age 34)"
"Aly Michalka born March 25, 1989 (age 36)"
"Lea Michele born August 29, 1986 (age 38)"
"Bette Midler born December 1, 1945 (age 79)"
"Sydney Mikayla born February 1, 2003 (age 22)"
"Alyssa Milano born December 19, 1972 (age 52)"
Sylvia Miles 1924–2019
"Vera Miles born August 23, 1930 (age 94)"
"Christina Milian born September 26, 1981 (age 43)"
"Cristin Milioti born August 16, 1985 (age 39)"
"Penelope Milford born March 23, 1948 (age 77)"
"Ivana Miličević born April 26, 1974 (age 51) (born in Yugoslavia)"
Ann Miller 1923–2004
"Christa Miller born May 28, 1964 (age 61)"
"Lara Jill Miller born April 20, 1967 (age 58)"
"Penelope Ann Miller born January 13, 1964 (age 61)"
"Alley Mills born May 9, 1951 (age 74)"
"Donna Mills born December 11, 1940 (age 84)"
Yvette Mimieux 1942–2022
"Nicki Minaj born December 8, 1982 (age 42)"
"Rachel Miner born July 29, 1980 (age 44)"
"Liza Minnelli born March 12, 1946 (age 79)"
"Kelly Jo Minter born September 24, 1966 (age 58)"
"Beverley Mitchell born January 22, 1981 (age 44)"
"Elizabeth Mitchell born March 27, 1970 (age 55)"
"Katy Mixon born March 30, 1981 (age 44)"
Mary Ann Mobley 1937–2014
"Katherine Moennig born December 29, 1977 (age 47)"
"Gretchen Mol born November 8, 1972 (age 52)"
"Taylor Momsen born July 26, 1993 (age 32)"
"Michelle Monaghan born March 23, 1976 (age 49)"
"Daniella Monet born March 1, 1989 (age 36)"
"Mo'Nique born December 11, 1967 (age 57)"
"Maika Monroe born May 29, 1993 (age 32)"
Marilyn Monroe 1926–1962
"Meredith Monroe born December 30, 1969 (age 55)"
Elizabeth Montgomery 1933–1995
"Demi Moore born November 11, 1962 (age 62)"
Grace Moore 1898–1947
Joanna Moore 1934–1997
Juanita Moore 1914–2014
"Julianne Moore born December 3, 1960 (age 64)"
"Kenya Moore born January 24, 1971 (age 54)"
"Mandy Moore born April 10, 1984 (age 41)"
Mary Tyler Moore 1936–2017
"Terry Moore born January 7, 1929 (age 96)"
Agnes Moorehead 1900–1974
Natalie Moorhead 1901–1992
Dolores Moran 1926–1982
Erin Moran 1960–2017
Peggy Moran 1918–2002
"Belita Moreno born November 1, 1949 (age 75)"
"Rita Moreno born December 11, 1931 (age 93) (born in Puerto Rico)"
"Chloë Grace Moretz born February 10, 1997 (age 28)"
"Cathy Moriarty born November 29, 1960 (age 64)"
"Debbi Morgan born September 20, 1956 (age 68)"
"Haviland Morris born September 14, 1959 (age 65)"
"Kathryn Morris born January 28, 1969 (age 56)"
"Jennifer Morrison born April 12, 1979 (age 46)"
Shelley Morrison 1936–2019
"Elisabeth Moss born July 24, 1982 (age 43)"
"Tamera Mowry born July 6, 1978 (age 47) (born in Germany)"
"Tia Mowry born July 6, 1978 (age 47) (born in Germany)"
"Bridget Moynahan born April 28, 1971 (age 54)"
"Annie Mumolo born July 10, 1973 (age 52)"
"Liliana Mumy born April 16, 1994 (age 31)"
"Diana Muldaur born August 19, 1938 (age 86)"
"Kate Mulgrew born April 29, 1955 (age 70)"
"Megan Mullally born November 12, 1958 (age 66)"
"Olivia Munn born July 3, 1980 (age 45)"
Brittany Murphy 1977–2009
Edna Murphy 1899-1974
"Donna Murphy born March 7, 1959 (age 66)"
Rosemary Murphy 1925–2014
"Jillian Murray born June 4, 1984 (age 41)"
N
"Kathy Najimy born February 6, 1957 (age 68)"
Nita Naldi 1894–1961
Florence Nash 1888–1950
Mildred Natwick 1905–1994
"Elise Neal born March 14, 1966 (age 59)"
Patricia Neal 1926–2010
Noel Neill 1920–2016
"Brooklyn Nelson born April 13, 2004 (age 21)"
Kristin Nelson 1945–2018
Novella Nelson 1938–2017
"Tracy Nelson born October 25, 1963 (age 61)"
Lois Nettleton 1927–2008
"Bebe Neuwirth born December 31, 1958 (age 66)"
"Julie Newmar born August 16, 1933 (age 91)"
"Kathryn Newton born February 8, 1997 (age 28)"
Barbara Nichols 1928–1976
Nichelle Nichols 1932–2022
"Rachel Nichols born January 8, 1980 (age 45)"
"Julianne Nicholson born July 1, 1971 (age 54)"
"Lorraine Nicholson born April 16, 1990 (age 35)"
"Cynthia Nixon born April 9, 1966 (age 59)"
Stephanie Niznik 1967–2019
Maidie Norman 1912–1998
Mabel Normand 1892–1930
Sheree North 1932–2005
"Brandy Norwood born February 11, 1979 (age 46)"
"Kim Novak born February 13, 1933 (age 92)"
O
"Margaret O'Brien born January 15, 1937 (age 88)"
Erin O'Brien-Moore 1902–1979
"Renee O'Connor born February 15, 1971 (age 54)"
"Rosie O'Donnell born March 21, 1962 (age 63)"
"Brittany O'Grady born June 2, 1996 (age 29)"
"Gail O'Grady born January 23, 1963 (age 62)"
"Catherine O'Hara born March 4, 1954 (age 71) (dual Canadian and American citizenship)"
Maureen O'Hara 1920–2015 (Irish-born)
"Paige O'Hara born May 10, 1956 (age 69)"
"Jodi Lyn O'Keefe born October 10, 1978 (age 46)"
"Tricia O'Kelley born September 26, 1968 (age 56)"
"Tatum O'Neal born November 5, 1963 (age 61)"
Barbara O'Neil 1910–1980
"Jennifer O'Neill born February 20, 1948 (age 77) (born in Brazil)"
"Ahna O'Reilly born September 21, 1984 (age 40)"
Maureen O'Sullivan 1911–1998
"Annette O'Toole born April 1, 1952 (age 73)"
"Randi Oakes born August 19, 1951 (age 73)"
"Jacqueline Obradors born October 6, 1966 (age 58)"
"Larisa Oleynik born June 7, 1981 (age 44)"
Susan Oliver 1932–1990
"Ashley Olsen born June 13, 1986 (age 39)"
"Elizabeth Olsen born February 16, 1989 (age 36)"
"Mary-Kate Olsen born June 13, 1986 (age 39)"
"Susan Olsen born August 14, 1961 (age 63)"
"Nancy Olson born July 14, 1928 (age 97)"
"Olivia Olson born May 21, 1992 (age 33)"
"Renee Olstead born June 18, 1989 (age 36)"
Lupe Ontiveros 1942–2012
"Jenna Ortega born September 27, 2002 (age 22)"
"Ana Ortiz born January 25, 1971 (age 54)"
"Emily Osment born March 10, 1992 (age 33)"
"Beth Ostrosky born July 15, 1972 (age 53)"
"Cheri Oteri born September 19, 1962 (age 62)"
"Park Overall born March 15, 1957 (age 68)"
"Kelly Overton born August 28, 1978 (age 46)"
P
"Judy Pace born June 15, 1942 (age 83)"
"Genevieve Padalecki born January 8, 1981 (age 44)"
Anita Page 1910–2008
Geraldine Page 1924–1987
Janis Paige 1922–2024
"Brina Palencia born February 13, 1984 (age 41)"
"Adrianne Palicki born May 6, 1983 (age 42)"
Betsy Palmer 1926–2015
"Keke Palmer born August 26, 1993 (age 31)"
"Gwyneth Paltrow born September 27, 1972 (age 52)"
"Kay Panabaker born May 2, 1990 (age 35)"
"Danielle Panabaker born September 19, 1987 (age 37)"
"Hayden Panettiere born August 21, 1989 (age 35)"
"Annie Parisse born July 31, 1975 (age 49)"
"Grace Park born March 14, 1974 (age 51) (Canadian-American)"
"Linda Park born July 9, 1978 (age 47) (South-Korean born)"
Eleanor Parker 1922–2013
Lara Parker 1938-2023
"Mary-Louise Parker born August 2, 1964 (age 60)"
"Nicole Ari Parker born October 7, 1970 (age 54)"
"Sarah Jessica Parker born March 25, 1965 (age 60)"
Suzy Parker 1932–2003
"Lana Parrilla born July 15, 1977 (age 48)"
"Janel Parrish born October 30, 1988 (age 36)"
"Leslie Parrish born March 18, 1935 (age 90)"
"Estelle Parsons born November 20, 1927 (age 97)"
"Karyn Parsons born October 8, 1966 (age 58)"
"Dolly Parton born January 19, 1946 (age 79)"
"Tonye Patano born October 16, 1961 (age 63)"
Gail Patrick 1911-1980
Luana Patten 1938–1996
Elizabeth Patterson 1874–1966
"Marnette Patterson born April 26, 1980 (age 45)"
Neva Patterson 1920–2010
"Paula Patton born December 5, 1975 (age 49)"
"Alexandra Paul born July 29, 1963 (age 61)"
"Sarah Paulson born December 17, 1974 (age 50)"
"Sara Paxton born April 25, 1988 (age 37)"
Alice Pearce 1917–1966
"Patricia Pearcy born September 10, 1946 (age 78)"
"Nia Peeples born December 10, 1961 (age 63)"
"Amanda Peet born January 11, 1972 (age 53)"
"Mary Beth Peil born June 25, 1940 (age 85)"
Elizabeth Peña 1959–2014
"Piper Perabo born October 31, 1976 (age 48)"
"Clara Perez born April 5, 1981 (age 44) (born in Venezuela)"
"Rosie Perez born September 6, 1964 (age 60)"
"Elizabeth Perkins born November 18, 1960 (age 64)"
"Millie Perkins born May 12, 1936 (age 89)"
"Rhea Perlman born March 31, 1948 (age 77)"
"Pauley Perrette born March 27, 1969 (age 56)"
"Valerie Perrine born September 3, 1943 (age 81)"
Barbara Perry 1921–2019
"Donna Pescow born March 24, 1954 (age 71)"
"Bernadette Peters born February 28, 1948 (age 77)"
Jean Peters 1926–2000
Susan Peters 1921–1952
Amanda Peterson 1971–2015
"Cassandra Peterson born September 17, 1951 (age 73)"
Dorothy Peterson 1897–1979
"Valarie Pettiford born July 8, 1960 (age 65)"
"Madison Pettis born July 22, 1998 (age 27)"
"Lori Petty born October 14, 1963 (age 61)"
"Jade Pettyjohn born November 8, 2000 (age 24)"
"Dedee Pfeiffer born January 1, 1964 (age 61)"
"Michelle Pfeiffer born April 29, 1958 (age 67)"
"Jo Ann Pflug born May 2, 1940 (age 85)"
Mary Philbin 1902–1993
"Busy Philipps born June 25, 1979 (age 46)"
"Gina Philips born May 10, 1970 (age 55)"
"Bijou Phillips born April 1, 1980 (age 45)"
"Mackenzie Phillips born November 10, 1959 (age 65)"
"Michelle Phillips born June 4, 1944 (age 81)"
"Cindy Pickett born April 18, 1947 (age 78)"
Mary Pickford 1892–1979
"Christina Pickles born February 17, 1935 (age 90)"
Molly Picon 1898–1992
"Julie Piekarski born January 2, 1963 (age 62)"
"Sasha Pieterse born February 17, 1996 (age 29) (born South African)"
"Jada Pinkett Smith born September 18, 1971 (age 53)"
"Leah Pipes born August 12, 1988 (age 36)"
"Maria Pitillo born January 8, 1966 (age 59)"
Zasu Pitts 1894–1963
"Mary Kay Place born September 23, 1947 (age 77)"
Dana Plato 1964–1999
Alice Playten 1947–2011
"Aubrey Plaza born June 26, 1984 (age 41)"
Suzanne Pleshette 1937–2008
"Martha Plimpton born November 16, 1970 (age 54)"
"Eve Plumb born April 29, 1958 (age 67)"
"Amy Poehler born September 16, 1971 (age 53)"
Priscilla Pointer 1924–2025
"Sydney Tamiia Poitier born November 15, 1973 (age 51)"
"Teri Polo born June 1, 1969 (age 56)"
"Scarlett Pomers born November 28, 1988 (age 36)"
"Ellen Pompeo born November 10, 1969 (age 55)"
"Alisan Porter born June 20, 1981 (age 44)"
"Natalie Portman born June 9, 1981 (age 44)"
"Parker Posey born November 8, 1968 (age 56)"
"Laura Post born June 23, 1983 (age 42)"
Markie Post 1950–2021
"Monica Potter born June 30, 1971 (age 54)"
"Annie Potts born October 28, 1952 (age 72)"
"CCH Pounder born December 25, 1952 (age 72) (Guyana-born)"
Phyllis Povah 1893–1975
Eleanor Powell 1912–1982
Jane Powell 1929–2021
"Stefanie Powers born November 2, 1942 (age 82)"
"Keri Lynn Pratt born September 23, 1978 (age 46)"
"Kyla Pratt born September 16, 1986 (age 38)"
"Laura Prepon born March 7, 1980 (age 45)"
"Paula Prentiss born March 4, 1938 (age 87)"
"Jaime Pressly born July 30, 1977 (age 47)"
"Carrie Preston born June 21, 1967 (age 58)"
Kelly Preston 1962–2020
"Lindsay Price born December 6, 1976 (age 48)"
"Megyn Price born March 24, 1971 (age 54)"
"Pat Priest born August 15, 1936 (age 88)"
"Victoria Principal born January 3, 1950 (age 75) (born in Japan)"
"Emily Procter born October 8, 1968 (age 56)"
Dorothy Provine 1935–2010
"Florence Pugh born January 3, 1996 (age 29)"
"Linda Purl born September 2, 1955 (age 69)"
"Missi Pyle born November 16, 1972 (age 52)"
Q
"Maggie Q born May 22, 1979 (age 46)"
"Margaret Qualley born October 23, 1994 (age 30)"
"Rainey Qualley born March 11, 1989 (age 36)"
"Kathleen Quinlan born November 19, 1954 (age 70)"
"Maeve Quinlan born November 16, 1964 (age 60)"
"Aileen Quinn born June 28, 1971 (age 54)"
"Molly C. Quinn born October 8, 1993 (age 31)"
"Pat Quinn born June 20, 1937 (age 88) (born in Panama)"
Beulah Quo 1923–2002
"Audrey Quock born February 25, 1977 (age 48)"
R
"Cassidy Rae born June 7, 1976 (age 49)"
Charlotte Rae 1926–2018
"Cristina Raines born February 28, 1952 (age 73)"
Ella Raines 1920–1988
"Francia Raisa born July 26, 1988 (age 37)"
"Mary Lynn Rajskub born June 22, 1971 (age 54)"
"Sheryl Lee Ralph born December 30, 1956 (age 68)"
Esther Ralston 1902–1994
Marjorie Rambeau 1889–1970
"Leven Rambin born May 17, 1990 (age 35)"
"Cierra Ramirez born March 9, 1995 (age 30)"
"Dania Ramirez born November 8, 1979 (age 45) (Dominican-born)"
"Sara Ramirez born August 31, 1975 (age 49) (Mexican-born)"
Anne Ramsey 1929–1988
"Laura Ramsey born November 14, 1982 (age 42)"
Marion Ramsey 1947–2021
"Theresa Randle born December 27, 1964 (age 60)"
Jane Randolph 1914–2009
"June Diane Raphael born January 4, 1980 (age 45)"
"Phylicia Rashad born June 19, 1948 (age 77)"
"Emily Ratajkowski born June 7, 1991 (age 34)"
"Kim Raver born March 15, 1969 (age 56)"
"Navi Rawat born June 5, 1977 (age 48)"
Martha Raye 1916–1994
"Tania Raymonde born March 22, 1988 (age 37)"
Nancy Davis Reagan 1921–2016
"Elizabeth Reaser born June 15, 1975 (age 50)"
"Alyson Reed born January 11, 1958 (age 67)"
"Crystal Reed born February 6, 1985 (age 40)"
Donna Reed 1921–1986
"Nikki Reed born May 17, 1988 (age 37)"
"Pamela Reed born April 2, 1949 (age 76)"
Della Reese 1931–2017
"Autumn Reeser born September 21, 1980 (age 44)"
"Bridget Regan born February 3, 1982 (age 43)"
"Storm Reid born July 1, 2003 (age 22)"
"Tara Reid born November 8, 1975 (age 49)"
Lee Remick 1935–1991
"Leah Remini born June 15, 1970 (age 55)"
"Retta born April 12, 1970 (age 55)"
Anne Revere 1903–1990
"Judy Reyes born November 19, 1967 (age 57)"
Debbie Reynolds 1932–2016
Alicia Rhett 1915–2014
"Barbara Rhoades born March 23, 1947 (age 78)"
"Cynthia Rhodes born November 21, 1956 (age 68)"
"Jennifer Rhodes born August 17, 1947 (age 77)"
"Kim Rhodes born June 7, 1969 (age 56)"
"Monica Rial born October 5, 1975 (age 49)"
"Marissa Ribisi born December 17, 1974 (age 50)"
"Elizabeth Rice born November 5, 1985 (age 39)"
"Gigi Rice born March 13, 1965 (age 60)"
"Christina Ricci born February 12, 1980 (age 45)"
Irene Rich 1891–1988
"Ariana Richards born September 11, 1979 (age 45)"
Beah Richards 1920–2000
"Denise Richards born February 17, 1971 (age 54)"
"Kim Richards born September 19, 1964 (age 60)"
"Kyle Richards born January 11, 1969 (age 56)"
"Cameron Richardson born September 11, 1979 (age 45)"
"LaTanya Richardson born October 21, 1949 (age 75)"
Natasha Richardson 1963–2009 (British-born)
"Patricia Richardson born February 23, 1951 (age 74)"
"Ashley Rickards born May 4, 1992 (age 33)"
"Beth Riesgraf born August 24, 1978 (age 46)"
"Amanda Righetti born April 4, 1983 (age 42)"
"Jeannine Riley born October 1, 1940 (age 84)"
"LeAnn Rimes born August 28, 1982 (age 42)"
"Molly Ringwald born February 18, 1968 (age 57)"
"Lisa Rinna born July 11, 1963 (age 62)"
"Kelly Ripa born October 2, 1970 (age 54)"
"Emily Rios born April 27, 1989 (age 36)"
"Krysten Ritter born December 16, 1981 (age 43)"
Thelma Ritter 1902–1969
Naya Rivera 1987–2020
"AnnaSophia Robb born December 8, 1993 (age 31)"
"Avalon Robbins born July 3, 2001 (age 24)"
Doris Roberts 1925–2016
"Emma Roberts born February 10, 1991 (age 34)"
"Julia Roberts born October 28, 1967 (age 57)"
Lynne Roberts 1922–1978[15]
Tanya Roberts 1955–2021
"Britt Robertson born April 18, 1990 (age 35)"
"Robey born March 14, 1960 (age 65) (Canadian-American born)"
"Wendy Robie born October 6, 1953 (age 71)"
"Wendy Raquel Robinson born July 25, 1967 (age 58)"
"Ann Robinson born April 25, 1929 (age 96)"
"Cindy Robinson born April 6, 1973 (age 52)"
"Holly Robinson Peete born September 18, 1964 (age 60)"
"Lela Rochon born April 17, 1964 (age 61)"
"Holland Roden born October 7, 1986 (age 38)"
"Olivia Rodrigo born February 20, 2003 (age 22)"
"Gina Rodriguez born July 30, 1984 (age 40)"
"Michelle Rodriguez born July 12, 1978 (age 47)"
"Raini Rodriguez born July 1, 1993 (age 32)"
"Sarah Roemer born August 28, 1984 (age 40)"
Ginger Rogers 1911–1995
"Mimi Rogers born January 27, 1956 (age 69)"
"Elisabeth Röhm born April 28, 1973 (age 52) (born in Germany)"
Esther Rolle 1920–1998
"Rose Rollins born April 30, 1981 (age 44)"
Ruth Roman 1922–1999
"Christy Carlson Romano born March 20, 1984 (age 41)"
"Rebecca Romijn born November 6, 1972 (age 52)"
"Xosha Roquemore born December 11, 1984 (age 40)"
"Anika Noni Rose born September 6, 1972 (age 52)"
"Cristine Rose born January 31, 1951 (age 74)"
"Emily Rose born February 2, 1981 (age 44)"
"Margot Rose born July 17, 1956 (age 69)"
"Diana Ross born March 26, 1944 (age 81)"
"Katharine Ross born January 29, 1940 (age 85)"
"Lyric Ross born September 30, 2003 (age 21)"
"Tracee Ellis Ross born October 29, 1972 (age 52)"
"Emmy Rossum born September 12, 1986 (age 38)"
Lillian Roth 1910–1980
"Jessica Rothe born May 28, 1987 (age 38)"
"Misty Rowe born June 1, 1952 (age 73)"
"Victoria Rowell born May 10, 1959 (age 66)"
"Kelly Rowland born February 11, 1981 (age 44)"
Gena Rowlands 1930–2024
"Jennifer Rubin born April 3, 1962 (age 63)"
Zelda Rubinstein 1933–2010
"Maya Rudolph born July 27, 1972 (age 53)"
"Sara Rue born January 26, 1979 (age 46)"
"Mercedes Ruehl born February 28, 1948 (age 77)"
Janice Rule 1931–2003
