Title,Year,Runtime,IMDB Rating,Metascore,IMDB Votes,Box Office,Budget,Revenue,TMDB Rating,Vote Count,Month,Day,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,Approved,G,GP,M,M/PG,NC-17,Not Rated,PG,PG-13,R,TV-MA,Unrated,Top_Production_Company,Top_Director,Top_Writer,Domestic,International,English_Language,Other_Language,Oscars_Won,Oscars_Nominated,Wins,Nominations,Descr_Sentiment,Tagline_Sentiment,Female_Lead,starpower
J. Edgar,2011,137,6.5,59.0,135987,37306030.0,35000000,84606030,6.23,2474,11,11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,5,17,1,1,0,1.6666666666666667
Sleepover,2004,89,5.3,33.0,18777,9436390.0,10000000,10143022,6.063,492,7,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,3,0,1,0,0.0
The Majestic,2001,152,6.9,27.0,59238,27807266.0,72000000,37317673,6.757,768,12,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,1,0,1,0,0.0
Evita,1997,135,6.3,45.0,38647,50047179.0,55000000,141047179,6.1,488,1,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,19,44,1,1,1,0.6666666666666666
A Walk Among the Tombstones,2014,114,6.5,57.0,129214,26307600.0,28000000,58834384,6.335,2868,9,19,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0.6666666666666666
That Awkward Moment,2014,94,6.1,36.0,108291,26068955.0,8000000,45600000,6.146,2676,1,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,0,0.6666666666666666
The Peanuts Movie,2015,88,7.0,67.0,51630,130178411.0,99000000,246233113,6.9,1704,11,6,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,49,1,1,0,0.0
Johnny English Reborn,2011,101,6.3,46.0,145216,8305970.0,45000000,160078586,6.238,3390,10,21,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,1,1,0,0.0
The Cold Light of Day,2012,93,4.9,22.0,40457,3763583.0,20000000,16863583,5.375,942,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,1.3333333333333333
Book Club: The Next Chapter,2023,107,5.6,46.0,8853,17581565.0,20000000,27849137,6.3,197,5,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,1,1,1.3333333333333333
Gothika,2003,98,5.8,38.0,120906,59694580.0,40000000,141591324,6.114,2355,11,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,3,7,0,1,1,1.3333333333333333
Sudden Impact,1983,117,6.6,52.0,50802,67642693.0,22000000,150000000,6.551,938,12,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,3,0,1,0,0.6666666666666666
Agent Cody Banks,2003,102,5.1,41.0,38088,47938330.0,28000000,58795814,5.519,1100,3,14,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,5,0,0,0,0.3333333333333333
Jay and Silent Bob Reboot,2019,105,5.6,46.0,29619,4589490.0,10000000,1011305,5.657,560,11,29,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0.0
Obsessed,2009,108,5.0,25.0,35257,68261644.0,20000000,73830340,5.76,661,4,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,9,1,0,0,0.3333333333333333
Private Parts,1997,109,6.9,67.0,40007,41230799.0,28000000,41200000,6.463,354,3,7,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,3,1,0,0,0.0
American Gigolo,1980,117,6.3,57.0,31042,22743674.0,5000000,52700000,6.162,685,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,2,0,1,0,0.3333333333333333
Black and Blue,2019,108,6.4,54.0,28705,22055313.0,12000000,22741061,6.8,908,10,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,1,0,0.3333333333333333
Winchester,2018,99,5.5,28.0,38331,25091816.0,3500000,44019588,5.889,1771,2,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,6,10,0,0,0,0.6666666666666666
The Negotiator,1998,140,7.3,62.0,160134,44547681.0,50000000,44547681,7.102,2187,7,29,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,6,0,0,0,1.6666666666666667
A Mighty Wind,2003,91,7.2,81.0,29900,17781006.0,6000000,18750246,6.72,250,5,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,14,28,1,1,0,0.0
New Year's Eve,2011,118,5.6,22.0,90569,54544638.0,56000000,142044638,5.889,2163,12,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,8,0,1,1,1.0
Double Impact,1991,110,5.6,40.0,45952,30102717.0,15000000,30102717,6.196,1127,8,9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,0,0.0
Courage Under Fire,1996,116,6.6,77.0,61710,59031057.0,46000000,100900000,6.515,969,7,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,9,7,0,1,0,1.6666666666666667
Space Cowboys,2000,130,6.5,73.0,88855,90464773.0,65000000,128900000,6.407,1425,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,4,9,0,0,0,2.0
Halloween: Resurrection,2002,90,3.9,19.0,51596,30354442.0,13000000,37664855,4.607,1324,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1.0
Child's Play 3,1991,90,5.2,27.0,48944,14960255.0,13000000,20560255,5.9,1650,8,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,0,0,0,0.0
The Sea of Trees,2016,110,6.1,23.0,18779,20444.0,15000000,909000,6.207,517,8,26,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,2.0
A Wrinkle in Time,2018,109,4.3,53.0,48970,100478608.0,103000000,132675864,5.1,1810,3,9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,5,17,1,1,1,0.6666666666666666
Exorcist II: The Heretic,1977,117,3.8,39.0,29632,30749142.0,14000000,30749142,4.536,743,6,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,3,1,0,0,0.0
Saved!,2004,92,6.7,62.0,49792,8940582.0,5000000,10100000,6.437,485,6,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,6,0,0,1,0.6666666666666666
Ride Along 2,2016,102,5.9,32.0,65812,91221830.0,40000000,124827316,6.25,1723,1,15,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,7,0,1,0,0.0
Wall Street: Money Never Sleeps,2010,133,6.2,59.0,108482,52474616.0,70000000,134748021,6.085,1578,9,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,4,0,1,0,1.0
Identity Thief,2013,111,5.7,35.0,144775,134506920.0,35000000,173965010,5.857,3374,2,8,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,9,0,1,0,1.0
Mommie Dearest,1981,129,6.6,55.0,18829,19032261.0,5000000,19032261,6.379,219,9,25,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,9,11,1,1,1,0.0
Kinsey,2005,118,7.1,79.0,51564,10254979.0,11000000,17050017,6.621,483,1,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,17,51,0,1,0,1.6666666666666667
I Feel Pretty,2018,110,5.7,48.0,59104,48795601.0,32000000,94539426,6.382,2070,4,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,6,1,1,1,0.6666666666666666
Woman in Gold,2015,109,7.3,51.0,64276,33307793.0,11000000,61619773,7.295,1405,4,10,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,1,1,0,0.6666666666666666
Two Night Stand,2014,86,6.3,45.0,75478,18612.0,1645000,868081,6.415,1868,9,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0.0
UglyDolls,2019,87,5.1,39.0,8324,20150241.0,45000000,32500000,6.601,446,5,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0.3333333333333333
Saturn 3,1980,88,5.1,9.0,11087,9000000.0,10000000,4900000,5.3,203,2,15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,1,0.6666666666666666
Hoosiers,1987,114,7.4,76.0,51950,28607524.0,9000000,28600000,7.029,549,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2,3,5,1,0,0,0.6666666666666666
Pride and Glory,2008,130,6.6,45.0,64782,15740721.0,30000000,31200557,6.342,896,10,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,1.0
The Lobster,2015,119,7.1,82.0,320289,9077245.0,4000000,15700000,7.04,6494,10,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,33,84,1,1,0,1.0
Thor: Ragnarok,2017,130,7.9,74.0,863772,315058289.0,180000000,855301806,7.584,21264,11,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6,50,1,1,0,1.0
He's Just Not That Into You,2009,129,6.4,47.0,187974,93953653.0,40000000,178866158,6.61,3852,2,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,4,1,0,1,0.6666666666666666
The Amazing Spider-Man,2012,136,6.9,66.0,733512,262782352.0,215000000,757930663,6.717,17815,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,33,1,0,0,0.0
Collateral,2004,120,7.5,71.0,451564,101005703.0,65000000,220239925,7.23,5858,8,6,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,2,22,73,1,1,0,1.3333333333333333
The Mist,2007,126,7.1,58.0,361397,25594957.0,18000000,57470220,6.941,5462,11,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,6,13,0,1,0,0.6666666666666666
Ghost,1990,126,7.1,52.0,248629,217631306.0,22000000,505000000,7.226,5737,7,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,18,24,1,1,0,1.0
M3GAN,2023,102,6.3,72.0,170143,95159005.0,12000000,181796517,7.057,4374,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,31,0,1,1,0.0
Young Woman and the Sea,2024,129,7.5,62.0,17547,500000.0,40000000,581725,7.898,359,7,19,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,5,1,1,0,0.3333333333333333
The Great Wall,2017,103,5.9,42.0,153898,45540830.0,150000000,331957105,6.0,5300,2,17,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,1,0,0,0.6666666666666666
Mission: Impossible III,2006,126,6.9,66.0,413548,134029801.0,150000000,398479497,6.75,7190,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,7,14,1,1,0,1.0
The Predator,2018,107,5.3,48.0,153965,51024708.0,88000000,160542134,5.628,4842,9,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,8,1,1,0,0.0
The Texas Chain Saw Massacre,1974,83,7.4,91.0,199865,30859000.0,140000,30900000,7.281,3523,10,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,2,0,0,0,0.0
Dogma,1999,130,7.3,62.0,234819,30652890.0,10000000,33535478,6.93,2628,11,12,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,8,0,1,0,0.6666666666666666
Kiss the Girls,1997,115,6.6,46.0,94662,60527873.0,27000000,60527873,6.52,1740,10,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,5,0,1,0,1.3333333333333333
Sin City,2005,124,8.0,74.0,810252,74103820.0,40000000,158733820,7.463,8387,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,38,54,1,0,0,1.3333333333333333
13 Going on 30,2004,98,6.3,57.0,236389,57231747.0,37000000,96500000,6.76,5298,4,23,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,11,0,0,1,0.3333333333333333
The Lovely Bones,2010,135,6.6,42.0,187051,44114232.0,65000000,93600000,7.069,4753,1,15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,10,46,1,1,1,2.0
Ghostbusters: Afterlife,2021,124,7.0,45.0,233694,129471867.0,75000000,204334455,7.342,4849,11,19,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,21,1,1,1,0.0
In Bruges,2008,107,7.9,67.0,481508,7800824.0,15000000,34533783,7.493,5385,2,29,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,24,55,0,1,0,1.3333333333333333
The Secret Life of Pets,2016,86,6.5,61.0,228242,368623860.0,75000000,875457937,6.301,8238,7,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,4,15,0,0,0,0.0
Pixels,2015,105,5.6,27.0,170851,78747585.0,88000000,244900000,5.757,7747,7,24,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,5,9,1,1,0,0.0
Excalibur,1981,140,7.3,56.0,70677,34967437.0,11000000,35000000,6.961,1054,4,10,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,2,11,1,1,0,0.6666666666666666
Showgirls,1995,128,5.1,23.0,78278,20350754.0,45000000,20367472,5.571,1294,9,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,10,10,1,0,1,0.3333333333333333
Divergent,2014,139,6.6,48.0,508233,150947895.0,85000000,288885818,6.913,13039,3,21,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,11,0,1,1,1.3333333333333333
Wrath of Man,2021,119,7.1,57.0,226262,27466489.0,40000000,103966489,7.606,5656,5,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1.3333333333333333
Hocus Pocus,1993,96,6.9,43.0,164953,46194549.0,28000000,51663767,7.041,3116,7,16,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,2,11,1,0,1,0.6666666666666666
Mission: Impossible - Rogue Nation,2015,131,7.4,75.0,434401,195042377.0,150000000,682716636,7.214,9200,7,31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,6,26,0,0,0,0.6666666666666666
The Deer Hunter,1979,183,8.1,90.0,376792,48979328.0,15000000,49000000,7.988,3985,2,23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,5,0,24,27,0,1,0,1.3333333333333333
Once Upon a Time in the West,1969,166,8.5,82.0,369455,5321508.0,5000000,5380118,8.283,4586,7,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,6,5,1,1,0,0.0
The Maze Runner,2014,113,6.8,57.0,540221,102427862.0,34000000,348319861,7.191,17453,9,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,4,12,1,0,0,0.3333333333333333
Terminator: Dark Fate,2019,128,6.2,54.0,205449,62253077.0,185000000,261119292,6.417,5337,11,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,12,1,1,1,0.6666666666666666
Aquaman and the Lost Kingdom,2023,124,5.6,42.0,109094,124481226.0,205000000,440181226,6.596,3146,12,22,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1,6,0,1,0,0.6666666666666666
Rocky,1976,120,8.1,70.0,665820,117235147.0,1000000,225253184,7.793,8162,12,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,0,22,23,0,1,0,0.0
Evil Dead Rise,2023,96,6.5,69.0,157107,67233054.0,15000000,147156372,6.933,3324,4,21,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,4,32,1,0,0,0.0
Tremors,1990,96,7.2,65.0,159391,16667084.0,11000000,48572000,6.918,3374,1,19,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,1.0
A Simple Favor,2018,117,6.7,67.0,185613,53548586.0,20000000,97644617,6.635,4384,9,14,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,10,1,0,1,1.6666666666666667
Warrior,2011,140,8.1,71.0,517553,13657115.0,25000000,23300000,7.845,4748,9,9,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,6,22,1,1,0,0.6666666666666666
Bridesmaids,2011,125,6.8,75.0,316563,169106725.0,32500000,288383523,6.518,4459,5,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,25,72,1,0,1,0.6666666666666666
Constantine,2005,121,7.0,50.0,395955,75976178.0,100000000,230900000,7.1,7531,2,18,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,2,11,0,1,0,1.6666666666666667
Tomb Raider,2018,119,6.3,48.0,235636,58250803.0,94000000,274650803,6.365,8017,3,16,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,8,0,1,0,0.3333333333333333
The NeverEnding Story,1984,102,7.3,49.0,164564,20192381.0,27000000,20158808,7.199,4161,7,20,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6,9,0,1,0,0.0
Edward Scissorhands,1990,105,7.8,74.0,548038,56362352.0,20000000,86024005,7.718,13235,12,14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,11,25,0,1,0,1.3333333333333333
The Longest Yard,2005,113,6.4,48.0,203241,158119460.0,90000000,191466556,6.664,3501,5,27,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,17,1,0,0,0.0
Juno,2007,96,7.4,81.0,563741,143495265.0,7500000,232372681,7.052,7331,12,25,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,90,101,0,1,0,1.0
Flight,2012,138,7.3,76.0,387880,93772375.0,31000000,161772575,6.848,6170,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,2,15,45,0,0,0,1.3333333333333333
Shooter,2007,124,7.1,53.0,367449,47003582.0,61000000,95700000,7.12,5110,3,23,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,2,0,1,0,0.6666666666666666
